Genus,Species,Tmax,max_metric,Phylum,Class,Order,Family
Salvia,mohavensis,52.7,ctmax,Streptophyta,Spermatophyta,Lamiales,Lamiaceae
Sambucus,mexicana,55.6,ctmax,Streptophyta,Spermatophyta,Dipsacales,Adoxaceae
Toxicodendron,diversilobum,59.1,ctmax,Streptophyta,Spermatophyta,Sapindales,Anacardiaceae
Silene,acaulis,51.7,LT50,Streptophyta,Spermatophyta,Caryophyllales,Caryophyllaceae
Acacia,melanoxylon,,,Streptophyta,Spermatophyta,Fabales,Fabaceae
Acca,sellowiana,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Ackama,rosifolia,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Acmadenia,heterophylla,,,Streptophyta,Spermatophyta,Sapindales,Rutaceae
Acmena,smithii,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Acradenia,frankliniae,,,Streptophyta,Spermatophyta,Sapindales,Rutaceae
Adenandra,uniflora,,,Streptophyta,Spermatophyta,Sapindales,Rutaceae
Agonis,flexuosa,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Alyxia,buxifolia,,,Streptophyta,Spermatophyta,Gentianales,Apocynaceae
Anopterus,glandulosus,,,Streptophyta,Spermatophyta,Escalloniales,Escalloniaceae
Astartea,fasciculatus,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Athrotaxis,cupressoides,,,Streptophyta,Spermatophyta,Cupressales,Cupressaceae
Azara,integrifolia,,,Streptophyta,Spermatophyta,Malpighiales,Salicaceae
Azara,microphylla,,,Streptophyta,Spermatophyta,Malpighiales,Salicaceae
Banksia,aemula,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Banksia,marginata,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Bauera,rubioides,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Berberis,congesta,,,Streptophyta,Spermatophyta,Ranunculales,Berberidaceae
Berberis,empetrifolia,,,Streptophyta,Spermatophyta,Ranunculales,Berberidaceae
Bursaria,spinosa,,,Streptophyta,Spermatophyta,Apiales,Pittosporaceae
Callicoma,serratifolia,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Callistemon,viridiflorus,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Callitris,endlicheri,,,Streptophyta,Spermatophyta,Cupressales,Cupressaceae
Cantua,buxifolia,,,Streptophyta,Spermatophyta,Ericales,Polemoniaceae
Cineraria,saxifraga,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Coprosma,lucida,,,Streptophyta,Spermatophyta,Gentianales,Rubiaceae
Coprosma,repens,,,Streptophyta,Spermatophyta,Gentianales,Rubiaceae
Correa,decumbens,,,Streptophyta,Spermatophyta,Sapindales,Rutaceae
Crinodendron,hookerianum,,,Streptophyta,Spermatophyta,Oxalidales,Elaeocarpaceae
Cunonia,capensis,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Cussonia,paniculata,,,Streptophyta,Spermatophyta,Apiales,Araliaceae
Dais,cotinifolia,,,Streptophyta,Spermatophyta,Malvales,Thymelaeaceae
Desfontainia,spinosa,,,Streptophyta,Spermatophyta,Bruniales,Columelliaceae
Diosma,ericoides,,,Streptophyta,Spermatophyta,Sapindales,Rutaceae
Dodonaea,viscosa,,,Streptophyta,Spermatophyta,Sapindales,Sapindaceae
Dovyalis,caffra,,,Streptophyta,Spermatophyta,Malpighiales,Salicaceae
Drimys,winteri,,,Streptophyta,Spermatophyta,Canellales,Winteraceae
Elaeocarpus,dentatus,,,Streptophyta,Spermatophyta,Oxalidales,Elaeocarpaceae
Elaeocarpus,reticulatus,,,Streptophyta,Spermatophyta,Oxalidales,Elaeocarpaceae
Elegia,capensis,,,Streptophyta,Spermatophyta,Poales,Restionaceae
Embothrium,coccineum,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Erica,cerinthoides,,,Streptophyta,Spermatophyta,Ericales,Ericaceae
Erica,cruenta,,,Streptophyta,Spermatophyta,Ericales,Ericaceae
Erica,hirtifolia,,,Streptophyta,Spermatophyta,Ericales,Ericaceae
Erica,melananthera,,,Streptophyta,Spermatophyta,Ericales,Ericaceae
Eucryphia,cordifolia,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Eucryphia,lucida,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Euryops,pectinatus,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Euryops,virgineus,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Felicia,amelloides,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Grevillea,rosmarinifolia,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Grevillea,speciosa,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Greyia,sutherlandii,,,Streptophyta,Spermatophyta,Geraniales,Melianthaceae
Griselinia,littoralis,,,Streptophyta,Spermatophyta,Apiales,Griseliniaceae
Griselinia,racemosa,,,Streptophyta,Spermatophyta,Apiales,Griseliniaceae
Hakea,salicifolia,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Halleria,lucida,,,Streptophyta,Spermatophyta,Lamiales,Stilbaceae
Heimia,myrtifolia,,,Streptophyta,Spermatophyta,Myrtales,Lythraceae
Helichrysum,petiolare,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Kunzea,ericoides,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Lapageria,rosea,,,Streptophyta,Spermatophyta,Liliales,Smilacaceae
Leucadendron,argenteum,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Lomatia,tinctoria,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Lophomyrtus,bullata,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Luma,apiculata,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Mackaya,bella,,,Streptophyta,Spermatophyta,Lamiales,Acanthaceae
Melicytus,chathamicus,,,Streptophyta,Spermatophyta,Malpighiales,Violaceae
Metrosideros,robusta,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Metrosideros,umbellata,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Mitraria,coccinea,,,Streptophyta,Spermatophyta,Lamiales,Gesneriaceae
Myrsine,africana,,,Streptophyta,Spermatophyta,Ericales,Primulaceae
Myrsine,australis,,,Streptophyta,Spermatophyta,Ericales,Primulaceae
Myrsine,salicina,,,Streptophyta,Spermatophyta,Ericales,Primulaceae
Nestigis,cunninghamii,,,Streptophyta,Spermatophyta,Lamiales,Oleaceae
Nothofagus,cunninghamii,,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae
Nothofagus,dombeyi,,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae
Nothofagus,fusca,,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae
Nothofagus,menziesii,,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae
Olea,africana,,,Streptophyta,Spermatophyta,Lamiales,Oleaceae
Pandorea,pandorana,,,Streptophyta,Spermatophyta,Lamiales,Bignoniaceae
Phygelius,aequalis,,,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae
Phygelius,capensis,,,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae
Phyllocladus,aspleniifolius,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Pittosporum,eugenioides,,,Streptophyta,Spermatophyta,Apiales,Pittosporaceae
Pittosporum,tenuifolium,,,Streptophyta,Spermatophyta,Apiales,Pittosporaceae
Podocarpus,henkelii,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Podocarpus,latifolius,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Podocarpus,nivalis,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Podocarpus,salignus,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Podocarpus,totara,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Podranea,ricasoliana,,,Streptophyta,Spermatophyta,Lamiales,Bignoniaceae
Pomaderris,apetala,,,Streptophyta,Spermatophyta,Rosales,Rhamnaceae
Pouteria,costata,,,Streptophyta,Spermatophyta,Ericales,Sapotaceae
Prosanthera,nivea,,,Streptophyta,Spermatophyta,Lamiales,Lamiaceae
Protea,cynaroides,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Protea,neriifolia,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Protea,repens,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Prumnopitys,andina,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Prumnopitys,taxifolia,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Pseudopanax,arboreus,,,Streptophyta,Spermatophyta,Apiales,Araliaceae
Pseudoselago,densifolia,,,Streptophyta,Spermatophyta,Lamiales,Scrophulariaceae
Psoralea,pinnata,,,Streptophyta,Spermatophyta,Fabales,Fabaceae
Rhamnus,prinoides,,,Streptophyta,Spermatophyta,Rosales,Rhamnaceae
Rhaphithamnus,spinosus,,,Streptophyta,Spermatophyta,Lamiales,Verbenaceae
Rhodocoma,gigantea,,,Streptophyta,Spermatophyta,Poales,Restionaceae
Serruria,florida,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Serruria,phylicoides,,,Streptophyta,Spermatophyta,Proteales,Proteaceae
Streblus,banksii,,,Streptophyta,Spermatophyta,Rosales,Moraceae
Syncarpia,procera,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Tristania,neriifolia,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Ugni,molinae,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Virgilia,capensis,,,Streptophyta,Spermatophyta,Fabales,Fabaceae
Weinmannia,silvicola,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Weinmannia,trichosperma,,,Streptophyta,Spermatophyta,Oxalidales,Cunoniaceae
Widdringtonia,schwarzii,,,Streptophyta,Spermatophyta,Cupressales,Cupressaceae
Abrotanella,patearoa,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Aciphylla,hectorii,,,Streptophyta,Spermatophyta,Apiales,Apiaceae
Anisotome,imbricata,,,Streptophyta,Spermatophyta,Apiales,Apiaceae
Argyrotegium,mackayi,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Celmisia,argentea,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Celmisia,brevifolia,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Celmisia,haastii,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Celmisia,prorepens,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Celmisia,viscosa,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Chionohebe,thomsonii,,,Streptophyta,Spermatophyta,Lamiales,Plantaginaceae
Coprosma,perpusilla,,,Streptophyta,Spermatophyta,Gentianales,Rubiaceae
Dracophyllum,muscoides,,,Streptophyta,Spermatophyta,Ericales,Ericaceae
Gentiana,divisa,,,Streptophyta,Spermatophyta,Gentianales,Gentianaceae
Hebe,odora,,,Streptophyta,Spermatophyta,Lamiales,Plantaginaceae
Hectorella,caespitosa,,,Streptophyta,Spermatophyta,Caryophyllales,Montiaceae
Phyllachne,colensoi,,,Streptophyta,Spermatophyta,Asterales,Stylidiaceae
Poa,colensoi,,,Streptophyta,Spermatophyta,Poales,Poaceae
Poa,pygmaea,,,Streptophyta,Spermatophyta,Poales,Poaceae
Psychrophila,obtusa,,,Streptophyta,Spermatophyta,Ranunculales,Ranunculaceae
Raoulia,grandiflora,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Raoulia,hectorii,,,Streptophyta,Spermatophyta,Asterales,Asteraceae
Veronica,densifolia,,,Streptophyta,Spermatophyta,Lamiales,Plantaginaceae
Bromus,rubens,,,Streptophyta,Spermatophyta,Poales,Poaceae
Bromus,tectorum,,,Streptophyta,Spermatophyta,Poales,Poaceae
Halocarpus,biformis,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Libocedrus,bidwillii,,,Streptophyta,Spermatophyta,Cupressales,Cupressaceae
Nothofagus,solandri,,,Streptophyta,Spermatophyta,Fagales,Nothofagaceae
Phyllocladus,alpinus,,,Streptophyta,Spermatophyta,Araucariales,Podocarpaceae
Pinus,contorta,,,Streptophyta,Spermatophyta,Pinales,Pinaceae
Acer,saccharum,,,Streptophyta,Spermatophyta,Sapindales,Aceraceae
Castanea,dentata,,,Streptophyta,Spermatophyta,Fagales,Fagaceae
Quercus,rubra,,,Streptophyta,Spermatophyta,Fagales,Fagaceae
Myrceugenia,chrysocarpa,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,colchaguensis,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,correifolia,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,exsucca,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,lanceolata,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,leptospermoides,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,obtusa,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,ovata-nan,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,ovata-ova,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,parvifolia,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,pinifolia,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,planipes,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Myrceugenia,rufa,,,Streptophyta,Spermatophyta,Myrtales,Myrtaceae
Sphagnum,baltican,58.5,LT50,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae
Sphagnum,fuscum,57.7,LT50,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae
Sphagnum,magellanicum,58.1,LT50,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae
Sphagnum,subsecundum,59.7,LT50,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae
Sphagnum,teres,59.2,LT50,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae
Sphagnum,capillifolium,49.9,LT50,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae
Blechnum,penna-marina,,,Streptophyta,Tracheophyta,Polypodiales,Blechnaceae
Lycopodium,fastigiatum,,,Streptophyta,Tracheophyta,Lycopodiales,Lycopodiaceae
Prasiola,crispa,25.3,LT0,Chlorophyta,Trebouxiophyceae,Prasiolales,Prasiolaceae
Cladophora,hutchinsiae,30,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Cladophora,pellucida,30,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Umbraulva,dangeardii,30,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Cladophoropsis,membranacea,35,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Siphonocladaceae
Rhizoclonium,africanum,35,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Ulva,fasciata,35,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Cladophora,crispula ,35,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Cladophora,fascicularis,35,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Ulva,flexuosa,35,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Ulva,lactuca,26,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Acrosiphonia,arcta,22,LT0,Chlorophyta,Ulvophyceae,Acrosiphoniales,Acrosiphoniales
Acrosiphonia,sonderi,23,LT0,Chlorophyta,Ulvophyceae,Acrosiphoniales,Acrosiphoniales
Chaetomorpha,ligustica,25.7,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Ulva,clathrata,31,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Ulva,intestinalis,28,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Urospora,penicilliformis,23,LT0,Chlorophyta,Ulvophyceae,Acrosiphoniales,Acrosiphoniales
Monostroma,undulatum,24,LT0,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae
Gayralia,oxysperma,30,LT0,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae
Ulva,fenestrata,25,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Blidingia,minima,24.2,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Bryopsis,hypnoides,30,LT0,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae
Chaetomorpha,melagonium,25,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Cladophora,rupestris,28,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Codium,fragile,29,LT0,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae
Rhizoclonium,riparium,28,LT0,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Ulva,curvata,28,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Ulva,prolifera,29,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Gayralia,sp.1,25,LT0,Chlorophyta,Ulvophyceae,Ulvales,Monostromataceae
Ulothrix,implexa,25.5,LT0,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae
Ulothrix,subflaccida,25,LT0,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae
Ulva,hookeriana,25,LT0,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae
Chaetomorpha,crassa,,,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae
Phyllodictyon,anastomosans,,,Chlorophyta,Ulvophyceae,Cladophorales,Siphonocladaceae
Heloderma,suspectum,44,ctmax,Chordata,Lepidosauria,Squamata,Helodermatidae
Apalone,ferox,42.3,ctmax,Chordata,Archelosauria,Testudines,Trionychidae
Clupea,harengus,21.1,LT50,Chordata,Actinopteri,Clupeiformes,Clupeidae
Apeltes,quadracus ,32.1,LT50,Chordata,Actinopteri,Perciformes,Gasterosteidae
Gobiesox,strumosus,31.1,LT50,Chordata,Actinopteri,Blenniiformes,Gobiesocidae
Lucania,parva,37.1,LT50,Chordata,Actinopteri,Cyprinodontiformes,Fundulidae
Testudo,hermanni,42,ctmax,Chordata,Archelosauria,Testudines,Testudinidae
Clinocottus,globiceps,25.3,LT50,Chordata,Actinopteri,Perciformes,Cottidae
Oligocottus,maculosus,25.8,LT50,Chordata,Actinopteri,Perciformes,Cottidae
Leptocottus,armatus,28.8,LT50,Chordata,Actinopteri,Perciformes,Cottidae
Gillichthys,mirabilis,39.3,LT50,Chordata,Actinopteri,Perciformes,Gobiidae
Gobius,paganellus,30.5,LT50,Chordata,Actinopteri,Perciformes,Gobiidae
Mullus,barbatus,31.1,LT50,Chordata,Actinopteri,Syngnathiformes,Mullidae
Mullus,surmuletus,29.4,LT50,Chordata,Actinopteri,Syngnathiformes,Mullidae
Scorpaena,porcus,31.2,LT50,Chordata,Actinopteri,Perciformes,Scorpaenidae
Platichthys,flesus,28.9,LT50,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae
pleuronectus,platessa,26.4,LT50,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae
