"Group","Name","Rank","Taxon","nOfTaxon","nofCount"
"leafhopper","Mass Audubon's Boston Nature Center","tribe","Gyponini",1,1
"leafhopper","Merrimac Farm","genus","Metcalfa",1,1
"leafhopper","Middle Mill","genus","Jikradia",1,1
"leafhopper","Miller Park Zoo","genus","Japananus",1,2
"leafhopper","Mt. Auburn Cemetery","genus","Cedusa",1,1
"leafhopper","Mt. Auburn Cemetery","genus","Clastoptera",1,2
"leafhopper","Mt. Auburn Cemetery","genus","Graphocephala",2,2
"leafhopper","Mt. Auburn Cemetery","genus","Japananus",1,1
"leafhopper","Mt. Auburn Cemetery","genus","Orientus",1,1
"leafhopper","Mt. Auburn Cemetery","tribe","Empoascini",1,1
"leafhopper","Mt. Auburn Cemetery","tribe","Nephesini",1,1
"leafhopper","NC Botanical Garden","genus","Acanalonia",2,14
"leafhopper","NC Botanical Garden","genus","Flatormenis",1,17
"leafhopper","NC Botanical Garden","genus","Graphocephala",1,1
"leafhopper","NC Botanical Garden","genus","Gyponana",1,5
"leafhopper","NC Botanical Garden","genus","Metcalfa",1,2
"leafhopper","NC Botanical Garden","genus","Oncopsis",1,1
"leafhopper","NC Botanical Garden","genus","Ormenoides",1,41
"leafhopper","NC Botanical Garden","genus","Osbornellus",1,1
"leafhopper","NC Botanical Garden","genus","Pelitropis",1,1
"leafhopper","NC Botanical Garden","genus","Platycotis",1,4
"leafhopper","NC Botanical Garden","genus","Prosapia",1,2
"leafhopper","NC Botanical Garden","genus","Thionia",2,3
"leafhopper","NC Botanical Garden","subfamily","Flatinae",1,1
"leafhopper","NC Botanical Garden","tribe","Gyponini",1,16
"leafhopper","NC Botanical Garden","tribe","Macropsini",1,1
"leafhopper","NC Botanical Garden","tribe","Nephesini",1,13
"leafhopper","NZ Science Building Enclosure","genus","Ormenoides",1,1
"leafhopper","NZ Science Hill","genus","Jikradia",1,1
"leafhopper","Oregon Ridge Nature Center","genus","Acanalonia",1,1
"leafhopper","Over Easy Farm","genus","Flatormenis",1,1
"leafhopper","Over Easy Farm","genus","Metcalfa",1,1
"leafhopper","Piedmont Wildlife Center","genus","Acanalonia",1,1
"leafhopper","Piedmont Wildlife Center","genus","Metcalfa",1,1
"leafhopper","Piedmont Wildlife Center","tribe","Nephesini",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Acanalonia",4,39
"leafhopper","Prairie Ridge Ecostation","genus","Agalliopsis",1,3
"leafhopper","Prairie Ridge Ecostation","genus","Aplos",1,2
"leafhopper","Prairie Ridge Ecostation","genus","Bothriocera",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Cedusa",1,6
"leafhopper","Prairie Ridge Ecostation","genus","Cloanthanus",1,2
"leafhopper","Prairie Ridge Ecostation","genus","Enchenopa",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Eratoneura",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Eutettix",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Flatormenis",1,145
"leafhopper","Prairie Ridge Ecostation","genus","Graphocephala",3,14
"leafhopper","Prairie Ridge Ecostation","genus","Gyponana",1,13
"leafhopper","Prairie Ridge Ecostation","genus","Haplaxius",1,2
"leafhopper","Prairie Ridge Ecostation","genus","Japananus",1,17
"leafhopper","Prairie Ridge Ecostation","genus","Jikradia",1,19
"leafhopper","Prairie Ridge Ecostation","genus","Metcalfa",1,28
"leafhopper","Prairie Ridge Ecostation","genus","Oncometopia",1,4
"leafhopper","Prairie Ridge Ecostation","genus","Orientus",1,4
"leafhopper","Prairie Ridge Ecostation","genus","Ormenoides",1,127
"leafhopper","Prairie Ridge Ecostation","genus","Osbornellus",1,3
"leafhopper","Prairie Ridge Ecostation","genus","Paraphlepsius",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Pelitropis",1,6
"leafhopper","Prairie Ridge Ecostation","genus","Platycotis",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Prosapia",1,3
"leafhopper","Prairie Ridge Ecostation","genus","Rugosana",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Scaphoideus",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Scaphytopius",1,1
"leafhopper","Prairie Ridge Ecostation","genus","Stictocephala",3,36
"leafhopper","Prairie Ridge Ecostation","genus","Thionia",3,79
"leafhopper","Prairie Ridge Ecostation","subfamily","Flatinae",1,1
"leafhopper","Prairie Ridge Ecostation","subfamily","Smiliinae",1,1
"leafhopper","Prairie Ridge Ecostation","subfamily","Typhlocybinae",1,5
"leafhopper","Prairie Ridge Ecostation","subtribe","Agalliina",1,1
"leafhopper","Prairie Ridge Ecostation","tribe","Ceresini",1,7
"leafhopper","Prairie Ridge Ecostation","tribe","Cicadellini",1,1
"leafhopper","Prairie Ridge Ecostation","tribe","Empoascini",1,1
"leafhopper","Prairie Ridge Ecostation","tribe","Gyponini",1,8
"leafhopper","Prairie Ridge Ecostation","tribe","Nephesini",1,59
"leafhopper","Prairie Ridge Ecostation","tribe","Pentastirini",1,1
"leafhopper","Prairie Ridge Ecostation","tribe","Thioniini",1,2
"leafhopper","RAUNERIMD","genus","Acanalonia",1,2
"leafhopper","RAUNERIMD","genus","Metcalfa",1,4
"leafhopper","RAUNERIMD","genus","Ormenoides",1,1
"leafhopper","RVCC","genus","Anotia",1,1
"leafhopper","Schuylkill Center","genus","Colladonus",1,1
"leafhopper","Schuylkill Center","genus","Lycorma",1,2
"leafhopper","Sedgwick County Zoo","genus","Acanalonia",1,1
"leafhopper","Seven Islands State Birding Park","genus","Acanalonia",1,1
"leafhopper","Seven Islands State Birding Park","genus","Philaenus",1,1
"leafhopper","Somerville Street Trees","genus","Jikradia",1,1
"leafhopper","Somerville Street Trees","tribe","Empoascini",1,1
"leafhopper","Taghkanic","genus","Jikradia",1,1
"leafhopper","The PoHo","genus","Gyponana",1,1
"leafhopper","The PoHo","genus","Otiocerus",1,1
"leafhopper","The PoHo","genus","Prosapia",1,1
"leafhopper","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Flatormenis",1,1
"leafhopper","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Joruma",1,1
"leafhopper","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Magicicada",1,1
"leafhopper","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Metcalfa",1,1
"leafhopper","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Platycotis",1,3
"leafhopper","Triangle Land Conservancy - Johnston Mill Nature Preserve","subfamily","Typhlocybinae",1,1
"leafhopper","Triangle Land Conservancy - Johnston Mill Nature Preserve","tribe","Nephesini",1,2
"leafhopper","UNC Chapel Hill Campus","genus","Acanalonia",4,24
"leafhopper","UNC Chapel Hill Campus","genus","Alebra",1,2
"leafhopper","UNC Chapel Hill Campus","genus","Aplos",1,6
"leafhopper","UNC Chapel Hill Campus","genus","Cedusa",1,1
"leafhopper","UNC Chapel Hill Campus","genus","Cyrtolobus",2,2
"leafhopper","UNC Chapel Hill Campus","genus","Empoa",1,1
"leafhopper","UNC Chapel Hill Campus","genus","Flatormenis",1,22
"leafhopper","UNC Chapel Hill Campus","genus","Graphocephala",2,3
"leafhopper","UNC Chapel Hill Campus","genus","Gyponana",1,1
"leafhopper","UNC Chapel Hill Campus","genus","Jikradia",1,1
"leafhopper","UNC Chapel Hill Campus","genus","Magicicada",1,1
"leafhopper","UNC Chapel Hill Campus","genus","Metcalfa",1,7
"leafhopper","UNC Chapel Hill Campus","genus","Oncometopia",1,6
"leafhopper","UNC Chapel Hill Campus","genus","Ormenoides",1,4
"leafhopper","UNC Chapel Hill Campus","genus","Ponana",1,1
"leafhopper","UNC Chapel Hill Campus","genus","Rugosana",1,4
"leafhopper","UNC Chapel Hill Campus","genus","Stictocephala",1,1
"leafhopper","UNC Chapel Hill Campus","genus","Thionia",2,5
"leafhopper","UNC Chapel Hill Campus","subfamily","Thioniinae",1,1
"leafhopper","UNC Chapel Hill Campus","subfamily","Typhlocybinae",1,2
"leafhopper","UNC Chapel Hill Campus","tribe","Ceresini",1,1
"leafhopper","UNC Chapel Hill Campus","tribe","Gyponini",1,1
"leafhopper","UNC Chapel Hill Campus","tribe","Nephesini",1,3
"leafhopper","UNC Chapel Hill Campus","tribe","Thioniini",1,1
"leafhopper","University of Pittsburgh","subfamily","Deltocephalinae",1,1
"leafhopper","Virginia Zoo","genus","Acanalonia",1,1
"leafhopper","Walker Nature Center","genus","Acanalonia",2,5
"leafhopper","Walker Nature Center","genus","Bothriocera",1,1
"leafhopper","Walker Nature Center","genus","Clastoptera",1,1
"leafhopper","Walker Nature Center","genus","Enchenopa",2,3
"leafhopper","Walker Nature Center","genus","Flatormenis",1,1
"leafhopper","Walker Nature Center","genus","Haplaxius",1,1
"leafhopper","Walker Nature Center","genus","Jikradia",1,3
"leafhopper","Walker Nature Center","genus","Lycorma",1,1
"leafhopper","Walker Nature Center","genus","Magicicada",1,1
"leafhopper","Walker Nature Center","genus","Metcalfa",1,3
"leafhopper","Walker Nature Center","genus","Ormenoides",1,3
"leafhopper","Walker Nature Center","genus","Otiocerus",1,1
"leafhopper","Walker Nature Center","genus","Paraulacizes",1,1
"leafhopper","Walker Nature Center","genus","Platycotis",1,2
"leafhopper","Walker Nature Center","tribe","Empoascini",1,1
"leafhopper","Walker Nature Center","tribe","Gyponini",1,1
"leafhopper","Walker Nature Center","tribe","Nephesini",1,2
"leafhopper","Wellesley College","genus","Cedusa",1,1
"leafhopper","Wellesley College","genus","Scaphoideus",1,1
"leafhopper","Woodland Edge Ravine","genus","Jikradia",1,1
"leafhopper","Woodland Edge Ravine","genus","Ormenoides",1,3
"spider","ASRI Claire McIntosh","genus","Xysticus",1,1
"spider","ASRI Claire McIntosh","tribe","Misumenini",1,1
"spider","ASRI Fisherville Brook","genus","Leucauge",1,1
"spider","ASRI Fort","genus","Leucauge",1,1
"spider","ASRI Fort","genus","Mimetus",1,1
"spider","ASRI Fort","tribe","Coriarachnini",1,1
"spider","ASRI Fort","tribe","Dendryphantini",1,1
"spider","BHRC - Hemlock Draw","genus","Araniella",2,2
"spider","BHRC - Hemlock Draw","genus","Pelegrina",1,1
"spider","BHRC - Hemlock Draw","genus","Philodromus",1,1
"spider","BHRC - Pan Hollow","genus","Anyphaena",1,2
"spider","BHRC - Pan Hollow","genus","Enoplognatha",1,4
"spider","BHRC Green Forest","genus","Araniella",1,1
"spider","BHRC Happy Hill","genus","Philodromus",1,2
"spider","BHRC Hemlock Draw North","genus","Theridion",1,1
"spider","BHRC Misty Valley Uplands","genus","Anyphaena",1,1
"spider","BHRC Misty Valley Uplands","genus","Enoplognatha",1,1
"spider","BHRC Misty Valley Uplands","subfamily","Salticinae",1,1
"spider","BHRC Natural Bridge South","genus","Tmarus",1,1
"spider","BHRC Natural Bridge Uplands","genus","Neriene",1,1
"spider","BHRC Natural Bridge Uplands","genus","Pelegrina",1,1
"spider","BHRC Natural Bridge Uplands","subfamily","Salticinae",1,1
"spider","BHRC Natural Bridge Uplands","tribe","Misumenini",1,1
"spider","BHRC Pan Hollow Uplands","genus","Enoplognatha",1,2
"spider","BHRC Pan Hollow Uplands","subfamily","Salticinae",1,1
"spider","BHRC Pine Glen Uplands","genus","Enoplognatha",1,1
"spider","Beare Swamp in Rouge Park","genus","Leucauge",1,1
"spider","Beare Swamp in Rouge Park","genus","Philodromus",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Araneus",2,2
"spider","Belle Isle State Park, Lancaster, VA","genus","Colonus",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Hentzia",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Leucauge",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Lyssomanes",1,3
"spider","Belle Isle State Park, Lancaster, VA","genus","Mangora",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Mecaphesa",1,3
"spider","Belle Isle State Park, Lancaster, VA","genus","Misumessus",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Neoscona",2,2
"spider","Belle Isle State Park, Lancaster, VA","genus","Paraphidippus",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Philodromus",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Uloborus",1,1
"spider","Belle Isle State Park, Lancaster, VA","genus","Wulfila",1,1
"spider","Belle Isle State Park, Lancaster, VA","tribe","Dendryphantini",1,1
"spider","Belle Isle State Park, Lancaster, VA","tribe","Misumenini",1,1
"spider","Big Branch","genus","Micrathena",1,1
"spider","Birmingham Zoo AL","genus","Xysticus",1,1
"spider","Brookbanks Park","genus","Enoplognatha",1,5
"spider","Brookbanks Park","subfamily","Thomisinae",1,1
"spider","Broyhill Park","genus","Misumessus",1,1
"spider","Callawassie Island South Carolina","genus","Lyssomanes",1,1
"spider","Camp Woods Survey","genus","Eustala",1,1
"spider","Camp Woods Survey","genus","Leucauge",1,1
"spider","Camp Woods Survey","genus","Paraphidippus",1,1
"spider","Camp Woods Survey","subfamily","Salticinae",1,3
"spider","Camp Woods Survey","tribe","Dendryphantini",1,2
"spider","CawCaw Interpretive Center","genus","Micrathena",1,1
"spider","Colonel Samuel Smith Park","genus","Cheiracanthium",1,1
"spider","Colonel Samuel Smith Park","genus","Enoplognatha",1,1
"spider","Colonel Samuel Smith Park","genus","Philodromus",1,1
"spider","Colonel Samuel Smith Park","genus","Tetragnatha",1,1
"spider","Colonel Samuel Smith Park","genus","Theridion",1,1
"spider","Colonel Samuel Smith Park","genus","Theridiosoma",1,1
"spider","Colonel Samuel Smith Park","subfamily","Araneinae",1,3
"spider","Colonel Samuel Smith Park","subfamily","Salticinae",1,1
"spider","Crossways Survey","genus","Theridion",1,1
"spider","Crossways Survey","genus","Tmarus",1,1
"spider","Crossways Survey","tribe","Misumenini",1,1
"spider","Currituck Banks Reserve","genus","Colonus",1,2
"spider","Currituck Banks Reserve","genus","Leucauge",1,1
"spider","Currituck Banks Reserve","genus","Lyssomanes",1,3
"spider","Currituck Banks Reserve","genus","Micrathena",2,3
"spider","Currituck Banks Reserve","genus","Phidippus",1,1
"spider","Currituck Banks Reserve","genus","Tetragnatha",1,2
"spider","Currituck Banks Reserve","genus","Theridion",1,1
"spider","Currituck Banks Reserve","tribe","Dendryphantini",1,1
"spider","Eastern Market Street Trees","subfamily","Theridiinae",1,1
"spider","Eno River State Park","genus","Anyphaena",1,2
"spider","Eno River State Park","genus","Araneus",1,1
"spider","Eno River State Park","genus","Colonus",2,4
"spider","Eno River State Park","genus","Florinda",1,1
"spider","Eno River State Park","genus","Leucauge",2,2
"spider","Eno River State Park","genus","Mangora",2,2
"spider","Eno River State Park","genus","Metepeira",2,2
"spider","Eno River State Park","genus","Micrathena",3,5
"spider","Eno River State Park","genus","Mimetus",1,2
"spider","Eno River State Park","genus","Misumessus",1,7
"spider","Eno River State Park","genus","Neoscona",2,7
"spider","Eno River State Park","genus","Philodromus",1,1
"spider","Eno River State Park","genus","Synema",1,1
"spider","Eno River State Park","genus","Tetragnatha",1,12
"spider","Eno River State Park","genus","Tmarus",1,1
"spider","Eno River State Park","genus","Trachelas",1,2
"spider","Eno River State Park","genus","Tutelina",1,1
"spider","Eno River State Park","genus","Verrucosa",1,4
"spider","Eno River State Park","genus","Wulfila",1,8
"spider","Eno River State Park","subfamily","Araneinae",1,1
"spider","Eno River State Park","tribe","Misumenini",1,1
"spider","EwA at Fresh Pond","genus","Enoplognatha",1,2
"spider","EwA at Fresh Pond","genus","Eris",1,1
"spider","EwA at Fresh Pond","genus","Hentzia",2,2
"spider","EwA at Fresh Pond","genus","Leucauge",1,1
"spider","EwA at Fresh Pond","genus","Misumessus",1,3
"spider","EwA at Fresh Pond","genus","Neoscona",1,1
"spider","EwA at Fresh Pond","genus","Philodromus",2,5
"spider","EwA at Fresh Pond","genus","Synemosyna",2,2
"spider","EwA at Fresh Pond","genus","Tetragnatha",1,4
"spider","EwA at Fresh Pond","genus","Theridion",1,3
"spider","EwA at Fresh Pond","genus","Theridula",1,1
"spider","EwA at Fresh Pond","subfamily","Salticinae",1,1
"spider","EwA at Fresh Pond","tribe","Misumenini",1,1
"spider","EwA at Horn Pond","genus","Anyphaena",1,1
"spider","EwA at Horn Pond","genus","Bassaniana",1,1
"spider","EwA at Horn Pond","genus","Hentzia",2,3
"spider","EwA at Horn Pond","genus","Neoscona",1,1
"spider","EwA at Horn Pond","genus","Paraphidippus",1,1
"spider","EwA at Horn Pond","genus","Philodromus",1,6
"spider","EwA at Horn Pond","genus","Tutelina",1,2
"spider","EwA at Horn Pond","subtribe","Dendryphantina",1,1
"spider","EwA at the Fells","genus","Anyphaena",1,1
"spider","EwA at the Fells","genus","Araniella",2,3
"spider","EwA at the Fells","genus","Florinda",1,1
"spider","EwA at the Fells","genus","Hentzia",2,4
"spider","EwA at the Fells","genus","Leucauge",1,1
"spider","EwA at the Fells","genus","Mastophora",1,1
"spider","EwA at the Fells","genus","Mimetus",1,1
"spider","EwA at the Fells","genus","Neriene",1,1
"spider","EwA at the Fells","genus","Philodromus",1,12
"spider","EwA at the Fells","genus","Pityohyphantes",1,1
"spider","EwA at the Fells","genus","Tetragnatha",1,2
"spider","EwA at the Fells","genus","Theridion",1,2
"spider","EwA at the Fells","genus","Tmarus",2,3
"spider","EwA at the Fells","genus","Wulfila",1,1
"spider","EwA at the Fells","subfamily","Salticinae",1,3
"spider","EwA at the Fells","tribe","Coriarachnini",1,1
"spider","Grandfather Mountain","genus","Araneus",1,1
"spider","Grandfather Mountain","genus","Clubiona",1,2
"spider","Grandfather Mountain","genus","Misumessus",1,2
"spider","Grandfather Mountain","genus","Neoscona",1,1
"spider","Grandfather Mountain","genus","Tetragnatha",1,1
"spider","Grandfather Mountain","subfamily","Araneinae",1,2
"spider","Grandfather Mountain","subfamily","Salticinae",1,2
"spider","Gulf Branch Nature Center","genus","Leucauge",1,3
"spider","Hemlock Bluffs","genus","Micrathena",1,2
"spider","High Park","genus","Enoplognatha",1,1
"spider","High Park","genus","Ozyptila",1,1
"spider","Highlands Biological Station","genus","Tetragnatha",1,1
"spider","Ijams Nature Center","genus","Ariadna",1,1
"spider","Ijams Nature Center","genus","Leucauge",2,2
"spider","Ijams Nature Center","genus","Mangora",2,3
"spider","Ijams Nature Center","genus","Micrathena",1,2
"spider","Ijams Nature Center","genus","Misumessus",1,1
"spider","Ijams Nature Center","genus","Theridion",1,1
"spider","Ijams Nature Center","genus","Verrucosa",1,1
"spider","Ijams Nature Center","genus","Wulfila",1,1
"spider","Kituwah MAPS Site","genus","Leucauge",1,1
"spider","Lake Murphysboro State Park, Overflow","genus","Colonus",1,1
"spider","Lake Murphysboro State Park, Overflow","genus","Misumessus",1,1
"spider","Leesylvania State Park","genus","Synema",1,1
"spider","Leesylvania State Park","genus","Tetragnatha",1,1
"spider","Leopold's Preserve","genus","Misumessus",1,1
"spider","Leopold's Preserve","genus","Paraphidippus",1,1
"spider","Leopold's Preserve","genus","Phidippus",1,1
"spider","Leopold's Preserve","genus","Synema",1,1
"spider","Leopold's Preserve","genus","Tetragnatha",1,1
"spider","Leopold's Preserve","genus","Tutelina",1,1
"spider","Leopold's Preserve","subfamily","Salticinae",1,1
"spider","Liberty Fox Backyard","genus","Colonus",1,1
"spider","Liberty Fox Backyard","genus","Leucauge",1,1
"spider","Mass Audubon's Boston Nature Center","genus","Anyphaena",1,1
"spider","Mass Audubon's Boston Nature Center","genus","Micrathena",1,1
"spider","Mass Audubon's Boston Nature Center","genus","Misumena",1,1
"spider","Mass Audubon's Boston Nature Center","genus","Parasteatoda",1,1
"spider","Mass Audubon's Boston Nature Center","genus","Philodromus",1,1
"spider","Mass Audubon's Boston Nature Center","genus","Synageles",1,1
"spider","Mass Audubon's Boston Nature Center","genus","Tmarus",1,2
"spider","Merrimac Farm","genus","Verrucosa",1,1
"spider","Merrimac Farm","tribe","Misumenini",1,1
"spider","Middle Mill","genus","Araneus",1,1
"spider","Middle Mill","genus","Cheiracanthium",1,1
"spider","Middle Mill","genus","Clubiona",1,1
"spider","Middle Mill","genus","Enoplognatha",1,1
"spider","Middle Mill","genus","Eustala",1,1
"spider","Middle Mill","genus","Hentzia",2,2
"spider","Middle Mill","genus","Hibana",1,1
"spider","Middle Mill","genus","Larinioides",1,1
"spider","Middle Mill","genus","Mangora",1,1
"spider","Middle Mill","genus","Philodromus",1,1
"spider","Middle Mill","genus","Salticus",1,1
"spider","Middle Mill","genus","Tmarus",1,1
"spider","Middle Mill","genus","Uloborus",1,1
"spider","Middle Mill","subfamily","Anyphaeninae",1,2
"spider","Middle Mill","tribe","Coriarachnini",1,1
"spider","Miller Park Zoo","genus","Leucauge",1,1
"spider","Miller Park Zoo","subfamily","Araneinae",1,1
"spider","Mt. Auburn Cemetery","genus","Araniella",1,2
"spider","Mt. Auburn Cemetery","genus","Paraphidippus",1,1
"spider","Mt. Auburn Cemetery","genus","Parasteatoda",1,1
"spider","Mt. Auburn Cemetery","genus","Philodromus",2,10
"spider","Mt. Auburn Cemetery","genus","Theridion",1,2
"spider","Mt. Auburn Cemetery","genus","Yunohamella",1,1
"spider","Museum of American Bird Art","genus","Leucauge",1,1
"spider","NC Botanical Garden","genus","Anyphaena",1,8
"spider","NC Botanical Garden","genus","Araneus",2,9
"spider","NC Botanical Garden","genus","Asagena",1,1
"spider","NC Botanical Garden","genus","Castianeira",1,1
"spider","NC Botanical Garden","genus","Colonus",2,13
"spider","NC Botanical Garden","genus","Larinioides",1,1
"spider","NC Botanical Garden","genus","Leucauge",2,4
"spider","NC Botanical Garden","genus","Lyssomanes",1,5
"spider","NC Botanical Garden","genus","Mangora",1,8
"spider","NC Botanical Garden","genus","Metepeira",1,1
"spider","NC Botanical Garden","genus","Micrathena",3,9
"spider","NC Botanical Garden","genus","Misumessus",1,26
"spider","NC Botanical Garden","genus","Neoscona",3,3
"spider","NC Botanical Garden","genus","Ocrepeira",1,1
"spider","NC Botanical Garden","genus","Paraphidippus",1,1
"spider","NC Botanical Garden","genus","Tetragnatha",1,2
"spider","NC Botanical Garden","genus","Theridion",1,1
"spider","NC Botanical Garden","genus","Tmarus",1,3
"spider","NC Botanical Garden","genus","Uloborus",1,1
"spider","NC Botanical Garden","genus","Verrucosa",1,8
"spider","NC Botanical Garden","genus","Wulfila",2,31
"spider","NC Botanical Garden","subfamily","Anyphaeninae",1,1
"spider","NC Botanical Garden","subfamily","Salticinae",1,4
"spider","NC Botanical Garden","tribe","Misumenini",1,6
"spider","NZ Ravine","genus","Lyssomanes",1,1
"spider","NZ Ravine","genus","Wulfila",1,1
"spider","Occoquan Forest","genus","Leucauge",1,1
"spider","Oregon Ridge Nature Center","genus","Leucauge",1,2
"spider","Over Easy Farm","genus","Leucauge",1,1
"spider","Piedmont Wildlife Center","genus","Colonus",1,2
"spider","Piedmont Wildlife Center","genus","Neoscona",1,1
"spider","Piedmont Wildlife Center","genus","Tmarus",1,2
"spider","Piedmont Wildlife Center","genus","Verrucosa",1,2
"spider","Piedmont Wildlife Center","genus","Wulfila",1,1
"spider","Prairie Ridge Ecostation","genus","Araneus",2,8
"spider","Prairie Ridge Ecostation","genus","Castianeira",1,1
"spider","Prairie Ridge Ecostation","genus","Colonus",2,28
"spider","Prairie Ridge Ecostation","genus","Euryopis",1,1
"spider","Prairie Ridge Ecostation","genus","Eustala",1,1
"spider","Prairie Ridge Ecostation","genus","Hentzia",1,3
"spider","Prairie Ridge Ecostation","genus","Larinioides",1,1
"spider","Prairie Ridge Ecostation","genus","Leucauge",1,1
"spider","Prairie Ridge Ecostation","genus","Lyssomanes",1,21
"spider","Prairie Ridge Ecostation","genus","Mecaphesa",1,7
"spider","Prairie Ridge Ecostation","genus","Mecynogea",1,3
"spider","Prairie Ridge Ecostation","genus","Metepeira",2,5
"spider","Prairie Ridge Ecostation","genus","Micrathena",1,2
"spider","Prairie Ridge Ecostation","genus","Mimetus",1,1
"spider","Prairie Ridge Ecostation","genus","Misumessus",1,36
"spider","Prairie Ridge Ecostation","genus","Neoscona",3,5
"spider","Prairie Ridge Ecostation","genus","Paraphidippus",1,12
"spider","Prairie Ridge Ecostation","genus","Pelegrina",1,1
"spider","Prairie Ridge Ecostation","genus","Phidippus",2,2
"spider","Prairie Ridge Ecostation","genus","Philodromus",2,5
"spider","Prairie Ridge Ecostation","genus","Phylloneta",1,1
"spider","Prairie Ridge Ecostation","genus","Pisaurina",1,1
"spider","Prairie Ridge Ecostation","genus","Synema",1,11
"spider","Prairie Ridge Ecostation","genus","Synemosyna",1,1
"spider","Prairie Ridge Ecostation","genus","Tetragnatha",1,2
"spider","Prairie Ridge Ecostation","genus","Theridion",1,2
"spider","Prairie Ridge Ecostation","genus","Theridula",1,2
"spider","Prairie Ridge Ecostation","genus","Tmarus",1,9
"spider","Prairie Ridge Ecostation","genus","Trachelas",1,1
"spider","Prairie Ridge Ecostation","genus","Uloborus",1,1
"spider","Prairie Ridge Ecostation","genus","Verrucosa",1,50
"spider","Prairie Ridge Ecostation","genus","Wulfila",2,44
"spider","Prairie Ridge Ecostation","genus","Xysticus",1,1
"spider","Prairie Ridge Ecostation","subfamily","Ageleninae",1,1
"spider","Prairie Ridge Ecostation","subfamily","Araneinae",1,4
"spider","Prairie Ridge Ecostation","subfamily","Salticinae",1,15
"spider","Prairie Ridge Ecostation","subfamily","Thomisinae",1,1
"spider","Prairie Ridge Ecostation","tribe","Dendryphantini",1,3
"spider","Prairie Ridge Ecostation","tribe","Misumenini",1,6
"spider","RAUNERIMD","genus","Colonus",1,1
"spider","RAUNERIMD","genus","Leucauge",1,1
"spider","RAUNERIMD","tribe","Misumenini",1,1
"spider","RVCC","genus","Pelegrina",1,3
"spider","RVCC","genus","Philodromus",1,1
"spider","RVCC","genus","Tmarus",1,1
"spider","RVCC","subfamily","Thomisinae",1,1
"spider","Riverbend Park","genus","Leucauge",1,3
"spider","Riverbend Park","genus","Verrucosa",1,2
"spider","Riverbend Park","genus","Wulfila",1,2
"spider","Sault College","genus","Tmarus",1,1
"spider","Sedgwick County Zoo","genus","Colonus",1,1
"spider","Sedgwick County Zoo","subfamily","Salticinae",1,1
"spider","Seven Islands State Birding Park","genus","Micrathena",2,3
"spider","Seven Islands State Birding Park","genus","Misumessus",1,1
"spider","Seven Islands State Birding Park","genus","Neoscona",1,1
"spider","Seven Islands State Birding Park","genus","Theridion",1,1
"spider","Seven Islands State Birding Park","subfamily","Salticinae",1,1
"spider","Taylor Creek Park","genus","Tetragnatha",1,1
"spider","Taylor Creek Park","tribe","Misumenini",1,1
"spider","The Children's Museum","genus","Philodromus",1,1
"spider","The PoHo","genus","Misumessus",1,3
"spider","The PoHo","genus","Wulfila",1,1
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Anyphaena",1,2
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Araneus",1,1
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Colonus",1,3
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Mangora",2,4
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Micrathena",2,6
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Mimetus",1,2
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Misumessus",2,6
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Neoscona",2,3
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Phidippus",1,1
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Phylloneta",1,1
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Synema",1,1
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Tetragnatha",1,1
"spider","Triangle Land Conservancy - Johnston Mill Nature Preserve","genus","Tmarus",1,2
