"scientificName","nativeStatus","plantOrigin"
"Psoralidium","L48(N)CAN(N)","native"
"Psoralidium junceum","L48(N)","native"
"Psoralidium lanceolatum","L48(N)CAN(N)","native"
"Psoralidium tenuiflorum","L48(N)","native"
"Psorinia","NA(N)","native"
"Psorinia conglomerata","NA(N)","native"
"Psoroglaena","NA(N)","native"
"Psoroglaena cubensis","NA(N)","native"
"Psoroglaena cubensis var. cubensis","NA(N)","native"
"Psoroglaena cubensis var. teretiloba","NA(N)","native"
"Psoroma","NA(N)","native"
"Psoroma hypnorum","NA(N)","native"
"Psoroma tenue","NA(N)","native"
"Psoroma tenue var. borealis","NA(N)","native"
"Psorothamnus","L48(N)","native"
"Psorothamnus arborescens","L48(N)","native"
"Psorothamnus arborescens var. arborescens","L48(N)","native"
"Psorothamnus arborescens var. minutifolius","L48(N)","native"
"Psorothamnus arborescens var. pubescens","L48(N)","native"
"Psorothamnus arborescens var. simplifolius","L48(N)","native"
"Psorothamnus emoryi","L48(N)","native"
"Psorothamnus emoryi var. arenarius",NA,NA
"Psorothamnus fremontii","L48(N)","native"
"Psorothamnus fremontii var. attenuatus","L48(N)","native"
"Psorothamnus fremontii var. fremontii","L48(N)","native"
"Psorothamnus kingii","L48(N)","native"
"Psorothamnus polydenius","L48(N)","native"
"Psorothamnus polydenius var. jonesii","L48(N)","native"
"Psorothamnus polydenius var. polydenius","L48(N)","native"
"Psorothamnus schottii","L48(N)","native"
"Psorothamnus scoparius","L48(N)","native"
"Psorothamnus spinosus","L48(N)","native"
"Psorothamnus thompsoniae","L48(N)","native"
"Psorothamnus thompsoniae var. thompsoniae","L48(N)","native"
"Psorothamnus thompsoniae var. whitingii","L48(N)","native"
"Psorotichia","NA(N)","native"
"Psorotichia hassei","NA(N)","native"
"Psorotichia minuta","NA(N)","native"
"Psorotichia nigra","NA(N)","native"
"Psorotichia schaereri","NA(N)","native"
"Psorotichia segregata","NA(N)","native"
"Psorotichia squamulosa","NA(N)","native"
"Psorula","NA(N)","native"
"Psorula rufonigra","NA(N)","native"
"Psychilis",NA,NA
"Psychilis X raganii","PR(N)",NA
"Psychilis kraenzlinii","PR(N)",NA
"Psychilis krugii","PR(N)",NA
"Psychilis macconnelliae","PR(N)VI(N)",NA
"Psychilis monensis","PR(N)",NA
"Psychopsis",NA,NA
"Psychopsis papilio",NA,NA
"Psychotria","L48(I,N)","native"
"Psychotria berteriana","PR(N)",NA
"Psychotria brachiata","PR(N)",NA
"Psychotria brownei","PR(N)VI(N)",NA
"Psychotria cheathamiana","L48(N)","native"
"Psychotria deflexa","PR(N)",NA
"Psychotria diospyrifolia","L48(N)","native"
"Psychotria domingensis","PR(N)VI(N)",NA
"Psychotria fauriei","HI(N)",NA
"Psychotria garberiana",NA,NA
"Psychotria grandiflora","HI(N)",NA
"Psychotria grandis","PR(N)",NA
"Psychotria greenwelliae","HI(N)",NA
"Psychotria guadalupensis","PR(N)",NA
"Psychotria guadalupensis ssp. grosourdyana","PR(N)",NA
"Psychotria guadalupensis ssp. guadalupensis","PR(N)",NA
"Psychotria hathewayi","HI(N)",NA
"Psychotria hathewayi var. brevipetiolata","HI(N)",NA
"Psychotria hathewayi var. hathewayi","HI(N)",NA
"Psychotria hawaiiensis","HI(N)",NA
"Psychotria hawaiiensis var. hawaiiensis","HI(N)",NA
"Psychotria hawaiiensis var. hillebrandii","HI(N)",NA
"Psychotria hawaiiensis var. scoriacea","HI(N)",NA
"Psychotria hexandra","HI(N)",NA
"Psychotria hexandra ssp. hexandra","HI(N)",NA
"Psychotria hexandra ssp. hexandra var. hexandra","HI(N)",NA
"Psychotria hexandra ssp. hexandra var. hirta","HI(N)",NA
"Psychotria hexandra ssp. hexandra var. kealiae","HI(N)",NA
"Psychotria hexandra ssp. oahuensis","HI(N)",NA
"Psychotria hexandra ssp. oahuensis var. hosakana","HI(N)",NA
"Psychotria hexandra ssp. oahuensis var. oahuensis","HI(N)",NA
"Psychotria hexandra ssp. oahuensis var. rockii","HI(N)",NA
"Psychotria hobdyi","HI(N)",NA
"Psychotria hoffmannseggiana","PR(N)",NA
"Psychotria hoffmannseggiana var. tribracteata","PR(N)",NA
"Psychotria hombroniana","L48(N)","native"
"Psychotria hombroniana var. canfieldiae","L48(N)","native"
"Psychotria hombroniana var. hirtella","L48(N)","native"
"Psychotria hombroniana var. hombroniana",NA,NA
"Psychotria hombroniana var. peliliuensis","L48(N)","native"
"Psychotria hombroniana var. squarrosa","L48(N)","native"
"Psychotria insularum",NA,NA
"Psychotria kaduana","HI(N)",NA
"Psychotria kosraensis","L48(N)","native"
"Psychotria leptothyrsa","L48(N)","native"
"Psychotria leptothyrsa var. longicarpa","L48(N)","native"
"Psychotria ligustrifolia","L48(N)PR(N)","native"
"Psychotria malaspinae",NA,NA
"Psychotria maleolens","PR(N)",NA
"Psychotria maricaensis","PR(N)",NA
"Psychotria mariniana","HI(N)",NA
"Psychotria mauiensis","HI(N)",NA
"Psychotria microdon","PR(N)VI(N)",NA
"Psychotria mycetoides","L48(N)","native"
"Psychotria nervosa","L48(N)PR(N)VI(N)","native"
"Psychotria nervosa var. rufescens",NA,NA
"Psychotria nutans","PR(N)",NA
"Psychotria pubescens","PR(N)VI(N)",NA
"Psychotria punctata","L48(I)","alien"
"Psychotria revoluta","PR(N)",NA
"Psychotria rotensis",NA,NA
"Psychotria rotensis var. palauensis","L48(N)","native"
"Psychotria tenuifolia","L48(N)PR(N)VI(N)","native"
"Psychotria uliginosa","PR(N)VI(N)",NA
"Psychotria wawrae","HI(N)",NA
"Psydrax",NA,NA
"Psydrax odorata","HI(N)",NA
"Ptelea","L48(N)CAN(N)","native"
"Ptelea aptera",NA,NA
"Ptelea crenulata","L48(N)","native"
"Ptelea trifoliata","L48(N)CAN(N)","native"
"Ptelea trifoliata ssp. angustifolia","L48(N)","native"
"Ptelea trifoliata ssp. angustifolia var. angustifolia","L48(N)","native"
"Ptelea trifoliata ssp. angustifolia var. persicifolia","L48(N)","native"
"Ptelea trifoliata ssp. pallida","L48(N)","native"
"Ptelea trifoliata ssp. pallida var. cognata","L48(N)","native"
"Ptelea trifoliata ssp. pallida var. confinis","L48(N)","native"
"Ptelea trifoliata ssp. pallida var. lutescens","L48(N)","native"
"Ptelea trifoliata ssp. pallida var. pallida","L48(N)","native"
"Ptelea trifoliata ssp. polyadenia","L48(N)","native"
"Ptelea trifoliata ssp. trifoliata","L48(N)CAN(N)","native"
"Ptelea trifoliata ssp. trifoliata var. mollis","L48(N)","native"
"Ptelea trifoliata ssp. trifoliata var. trifoliata","L48(N)CAN(N)","native"
"Pteralyxia",NA,NA
"Pteralyxia kauaiensis","HI(N)",NA
"Pteralyxia macrocarpa","HI(N)",NA
"Pteridium","L48(N)CAN(N)SPM(N)","native"
"Pteridium aquilinum","L48(N)AK(N)HI(N)CAN(N)SPM(N)","native"
"Pteridium aquilinum var. decompositum","HI(N)",NA
"Pteridium aquilinum var. latiusculum","L48(N)CAN(N)SPM(N)","native"
"Pteridium aquilinum var. pseudocaudatum","L48(N)","native"
"Pteridium aquilinum var. pubescens","L48(N)AK(N)CAN(N)","native"
"Pteridium arachnoideum","PR(N)",NA
"Pteridium caudatum","L48(N)PR(N)","native"
"Pterigynandrum","NA(N)","native"
"Pterigynandrum filiforme","NA(N)","native"
"Pteris","L48(I,N)","native"
"Pteris X delchampsii","L48(N)","native"
"Pteris X hillebrandii","HI(N)",NA
"Pteris altissima","PR(N)",NA
"Pteris arborea","PR(N)",NA
"Pteris bahamensis","L48(N)","native"
"Pteris biaurita","PR(N)VI(N)",NA
"Pteris cretica","L48(I)HI(I)","alien"
"Pteris cretica var. albolineata","L48(I)","alien"
"Pteris cretica var. cretica","L48(I)HI(I)","alien"
"Pteris deflexa","PR(N)",NA
"Pteris denticulata","PR(N)",NA
"Pteris ensiformis","L48(N)PR(I)","native"
"Pteris excelsa","HI(N)",NA
"Pteris grandifolia","L48(N)PR(N)","native"
"Pteris irregularis","HI(N)",NA
"Pteris ligulata","L48(N)","native"
"Pteris longifolia","L48(N)HI(I)PR(N)VI(N)","native"
"Pteris lydgatei","HI(N)",NA
"Pteris multifida","L48(I)","alien"
"Pteris mutilata","PR(N)",NA
"Pteris pacifica","L48(N)","native"
"Pteris plumula","L48(N)PR(N)","native"
"Pteris pungens","PR(N)",NA
"Pteris spinescens",NA,NA
"Pteris tapeinidiifolia","L48(N)","native"
"Pteris tremula","L48(I)","alien"
"Pteris tripartita","L48(I)PR(I)","alien"
"Pteris vittata","L48(I)HI(I)PR(I)VI(I)","alien"
"Pterocarpus",NA,NA
"Pterocarpus erinaceus",NA,NA
"Pterocarpus indicus","L48(NI)PR(I)","native"
"Pterocarpus macrocarpus","PR(I)",NA
"Pterocarpus marsupium",NA,NA
"Pterocarpus officinalis","PR(N)",NA
"Pterocarpus osun",NA,NA
"Pterocarpus santalinus",NA,NA
"Pterocarpus soyauxii",NA,NA
"Pterocarya","L48(I)","alien"
"Pterocarya stenoptera","L48(I)","alien"
"Pterocaulon","L48(N)","native"
"Pterocaulon alopecuroidies","PR(N)VI(N)",NA
"Pterocaulon pycnostachyum","L48(N)","native"
"Pterocaulon virgatum","L48(N)PR(N)VI(N)","native"
"Pteroglossaspis","L48(N)","native"
"Pteroglossaspis ecristata","L48(N)","native"
"Pterogonium","NA(N)","native"
"Pterogonium gracile","NA(N)","native"
"Pterolepis",NA,NA
"Pterolepis glomerata","HI(I)PR(N)",NA
"Pterospora","L48(N)CAN(N)","native"
"Pterospora andromedea","L48(N)CAN(N)","native"
"Pterostegia","L48(N)","native"
"Pterostegia drymarioides","L48(N)","native"
"Pterostyrax",NA,NA
"Pterostyrax hispidus",NA,NA
"Pterygiopsis","NA(N)","native"
"Pterygiopsis atra","NA(N)","native"
"Pterygoneurum","NA(N)","native"
"Pterygoneurum californicum","NA(N)","native"
"Pterygoneurum kozlovii","NA(N)","native"
"Pterygoneurum lamellatum","NA(N)","native"
"Pterygoneurum ovatum","NA(N)","native"
"Pterygoneurum subsessile","NA(N)","native"
"Pteryxia","L48(N)CAN(N)","native"
"Pteryxia davidsonii","L48(N)","native"
"Pteryxia hendersonii","L48(N)","native"
"Pteryxia petraea","L48(N)","native"
"Pteryxia terebinthina","L48(N)CAN(N)","native"
"Pteryxia terebinthina var. albiflora","L48(N)","native"
"Pteryxia terebinthina var. californica","L48(N)","native"
"Pteryxia terebinthina var. foeniculacea","L48(N)","native"
"Pteryxia terebinthina var. terebinthina","L48(N)","native"
"Ptilagrostis","L48(N)","native"
"Ptilagrostis kingii","L48(N)","native"
"Ptilagrostis porteri","L48(N)","native"
"Ptilidium","NA(N)","native"
"Ptilidium californicum","NA(N)","native"
"Ptilidium ciliare","NA(N)","native"
"Ptilidium pulcherrimum","NA(N)","native"
"Ptilimnium","L48(N)","native"
"Ptilimnium ahlesii","L48(N)","native"
"Ptilimnium capillaceum","L48(N)PR(N)","native"
"Ptilimnium costatum","L48(N)","native"
"Ptilimnium nodosum","L48(N)","native"
"Ptilimnium nuttallii","L48(N)","native"
"Ptilium","NA(N)","native"
"Ptilium crista-castrensis","NA(N)","native"
"Ptisana",NA,NA
"Ptisana mertensiana","L48(N)","native"
"Ptychographa","NA(N)","native"
"Ptychographa xylographoides","NA(N)","native"
"Ptychomitrium","NA(N)","native"
"Ptychomitrium drummondii","NA(N)","native"
"Ptychomitrium gardneri","NA(N)","native"
"Ptychomitrium incurvum","NA(N)","native"
"Ptychomitrium leibergii","NA(N)","native"
"Ptychomitrium serratum","NA(N)","native"
"Ptychosperma","L48(I)","alien"
"Ptychosperma elegans","L48(I)","alien"
"Ptychosperma macarthuri","L48(I)","alien"
"Puccinellia","L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)","native"
"Puccinellia agrostidea","AK(N)",NA
"Puccinellia andersonii","AK(N)CAN(N)GL(N)NA(N)","native"
"Puccinellia angustata","AK(N)CAN(N)GL(N)NA(N)","native"
"Puccinellia arctica","AK(N)CAN(N)GL(N)NA(N)","native"
"Puccinellia bruggemannii","CAN(N)GL(N)NA(N)","native"
"Puccinellia deschampsioides","AK(N)",NA
"Puccinellia distans","L48(I,N)AK(NI)CAN(I)GL(I)SPM(I)","native"
"Puccinellia distans ssp. borealis","L48(I)AK(I)","alien"
"Puccinellia distans ssp. distans","L48(I)AK(I)CAN(I)GL(I)SPM(I)","alien"
"Puccinellia distans ssp. hauptiana","AK(N)",NA
"Puccinellia fasciculata","L48(N)CAN(I)","native"
"Puccinellia groenlandica","GL(N)",NA
"Puccinellia howellii","L48(N)","native"
"Puccinellia hultenii","AK(N)",NA
"Puccinellia interior","AK(N)",NA
"Puccinellia kamtschatica","AK(N)",NA
"Puccinellia laurentiana","L48(N)","native"
"Puccinellia lemmonii","L48(N)","native"
"Puccinellia lucida","L48(N)","native"
"Puccinellia maritima","L48(I)CAN(I)GL(I)","alien"
"Puccinellia nutkaensis","L48(N)AK(N)CAN(N)GL(N)","native"
"Puccinellia nuttalliana","L48(N)AK(N)CAN(N)GL(N)","native"
"Puccinellia parishii","L48(N)","native"
"Puccinellia phryganodes","AK(N)CAN(N)GL(N)NA(N)","native"
"Puccinellia phryganodes ssp. geniculata","AK(N)",NA
"Puccinellia phryganodes ssp. phryganodes","AK(N)CAN(N)GL(N)NA(N)","native"
"Puccinellia pumila","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Puccinellia rupestris","L48(I)","alien"
"Puccinellia simplex","L48(N)","native"
"Puccinellia stricta",NA,NA
"Puccinellia sublaevis","AK(N)",NA
"Puccinellia tenella","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Puccinellia tenella ssp. alaskana","AK(N)",NA
"Puccinellia tenella ssp. langeana","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Puccinellia tenella ssp. tenella","AK(N)",NA
"Puccinellia vaginata","AK(N)CAN(N)GL(N)NA(N)","native"
"Puccinellia vahliana","AK(N)CAN(N)GL(N)NA(N)","native"
"Puccinellia wrightii","AK(N)",NA
"XPucciphippsia","GL(N)",NA
"XPucciphippsia vacillans","GL(N)",NA
"Pueraria","L48(I)","alien"
"Pueraria montana","L48(I)HI(I)","alien"
"Pueraria montana var. lobata","L48(I)HI(I)","alien"
"Pueraria montana var. montana",NA,NA
"Pueraria phaseoloides","HI(I)PR(I)VI(I)",NA
"Pulicaria","L48(I)","alien"
"Pulicaria arabica","L48(I)","alien"
"Pulicaria dysenterica","L48(I)","alien"
"Pulicaria paludosa","L48(I)","alien"
"Pulmonaria","L48(I)CAN(I)","alien"
"Pulmonaria officinalis","CAN(I)NA(I)","alien"
"Pulmonaria saccharata","L48(I)CAN(I)","alien"
"Pulsatilla","L48(N)CAN(N)","native"
"Pulsatilla occidentalis","L48(N)CAN(N)","native"
"Pulsatilla patens","L48(N)AK(N)CAN(N)","native"
"Pulsatilla patens ssp. multifida","L48(N)AK(N)CAN(N)","native"
"Pulsatilla patens ssp. patens",NA,NA
"Pulsatilla vulgaris",NA,NA
"Punctelia","NA(N)","native"
"Punctelia appalachensis","NA(N)","native"
"Punctelia bolliana","NA(N)","native"
"Punctelia borreri","NA(N)","native"
"Punctelia hypoleucites","NA(N)","native"
"Punctelia perreticulata","NA(N)","native"
"Punctelia punctilla","NA(N)","native"
"Punctelia reddenda","NA(N)","native"
"Punctelia rudecta","NA(N)","native"
"Punctelia semansiana","NA(N)","native"
"Punctelia stictica","NA(N)","native"
"Punctelia subpraesignis","NA(N)","native"
"Punctelia subrudecta","NA(N)","native"
"Punica","L48(I)","alien"
"Punica granatum","L48(I)PR(I)VI(I)","alien"
"Purshia","L48(N)CAN(N)","native"
"Purshia X subintegra","L48(N)","native"
"Purshia ericifolia","L48(N)","native"
"Purshia glandulosa","L48(N)","native"
"Purshia mexicana","L48(N)","native"
"Purshia pinkavae","L48(N)","native"
"Purshia stansburiana","L48(N)","native"
"Purshia tridentata","L48(N)CAN(N)","native"
"Putoria",NA,NA
"Putoria calabrica",NA,NA
"Pycnanthemum","L48(N)CAN(N)","native"
"Pycnanthemum albescens","L48(N)","native"
"Pycnanthemum beadlei","L48(N)","native"
"Pycnanthemum californicum","L48(N)","native"
"Pycnanthemum clinopodioides","L48(N)","native"
"Pycnanthemum curvipes","L48(N)","native"
"Pycnanthemum flexuosum","L48(N)","native"
"Pycnanthemum floridanum","L48(N)","native"
"Pycnanthemum incanum","L48(N)CAN(N)","native"
"Pycnanthemum incanum var. incanum","L48(N)CAN(N)","native"
"Pycnanthemum incanum var. puberulum","L48(N)","native"
"Pycnanthemum loomisii","L48(N)","native"
"Pycnanthemum monotrichum","L48(N)","native"
"Pycnanthemum montanum","L48(N)","native"
"Pycnanthemum muticum","L48(N)","native"
"Pycnanthemum nudum","L48(N)","native"
"Pycnanthemum pycnanthemoides","L48(N)","native"
"Pycnanthemum pycnanthemoides var. pycnanthemoides","L48(N)","native"
"Pycnanthemum pycnanthemoides var. viridifolium","L48(N)","native"
"Pycnanthemum setosum","L48(N)","native"
"Pycnanthemum tenuifolium","L48(N)CAN(N)","native"
"Pycnanthemum torrei","L48(N)","native"
"Pycnanthemum verticillatum","L48(N)CAN(N)","native"
"Pycnanthemum verticillatum var. pilosum","L48(N)CAN(N)","native"
"Pycnanthemum verticillatum var. verticillatum","L48(N)CAN(N)","native"
"Pycnanthemum virginianum","L48(N)CAN(N)","native"
"Pycnothelia","NA(N)","native"
"Pycnothelia papillaria","NA(N)","native"
"Pylaisiadelpha","NA(N)","native"
"Pylaisiadelpha tenuirostris","NA(N)","native"
"Pylaisiella","NA(N)","native"
"Pylaisiella intricata","NA(N)","native"
"Pylaisiella polyantha","NA(N)","native"
"Pylaisiella selwynii","NA(N)","native"
"Pylaisiella steerei","NA(N)","native"
"Pyracantha","L48(I)CAN(N)","alien"
"Pyracantha angustifolia","L48(I)","alien"
"Pyracantha coccinea","L48(I)CAN(N)","alien"
"Pyracantha crenulata","L48(I)","alien"
"Pyracantha fortuneana","L48(I)HI(I)","alien"
"Pyracantha koidzumii","L48(I)HI(I)","alien"
"Pyramidula","NA(N)","native"
"Pyramidula tetragona","NA(N)","native"
"Pyrenidium","NA(N)","native"
"Pyrenidium hyalosporum","NA(N)","native"
"Pyrenidum","NA(N)","native"
"Pyrenidum actinellum","NA(N)","native"
"Pyrenocollema","NA(N)","native"
"Pyrenocollema atlanticum","NA(N)","native"
"Pyrenocollema caesium","NA(N)","native"
"Pyrenocollema elegans","NA(N)","native"
"Pyrenocollema halodytes","NA(N)","native"
"Pyrenocollema prospersellum","NA(N)","native"
"Pyrenocollema strontianensis","NA(N)","native"
"Pyrenocollema sublitorale","NA(N)","native"
"Pyrenocollema tichothecioides","NA(N)","native"
"Pyrenopsis","NA(N)","native"
"Pyrenopsis compacta","NA(N)","native"
"Pyrenopsis furfurea","NA(N)","native"
"Pyrenopsis fuscoatra","NA(N)","native"
"Pyrenopsis grumulifera","NA(N)","native"
"Pyrenopsis haemalella","NA(N)","native"
"Pyrenopsis lecidella","NA(N)","native"
"Pyrenopsis phaeococca","NA(N)","native"
"Pyrenopsis polycocca","NA(N)","native"
"Pyrenopsis sanguinea","NA(N)","native"
"Pyrenopsis subfulginea","NA(N)","native"
"Pyrenopsis tasmanica","NA(N)","native"
"Pyrenopsis viridirufa","NA(N)","native"
"Pyrenothrix","NA(N)","native"
"Pyrenothrix nigra","NA(N)","native"
"Pyrenula","NA(N)","native"
"Pyrenula acutalis","NA(N)","native"
"Pyrenula acutispora","NA(N)","native"
"Pyrenula anomala","NA(N)","native"
"Pyrenula aquila","NA(N)","native"
"Pyrenula aspistea","NA(N)","native"
"Pyrenula astroidea","NA(N)","native"
"Pyrenula atrolaminata","NA(N)","native"
"Pyrenula caryae","NA(N)","native"
"Pyrenula cerina","NA(N)","native"
"Pyrenula citriformis","NA(N)","native"
"Pyrenula cocoes","NA(N)","native"
"Pyrenula concatervans","NA(N)","native"
"Pyrenula confoederata","NA(N)","native"
"Pyrenula corticata","NA(N)","native"
"Pyrenula cruenta","NA(N)","native"
"Pyrenula cruentata","NA(N)","native"
"Pyrenula cubana","NA(N)","native"
"Pyrenula cuyabensis","NA(N)","native"
"Pyrenula erumpens","NA(N)","native"
"Pyrenula falsaria","NA(N)","native"
"Pyrenula laetior","NA(N)","native"
"Pyrenula laevigata","NA(N)","native"
"Pyrenula leucostoma","NA(N)","native"
"Pyrenula lucifera","NA(N)","native"
"Pyrenula macounii","NA(N)","native"
"Pyrenula macularis","NA(N)","native"
"Pyrenula maculata","NA(N)","native"
"Pyrenula mamillana","NA(N)","native"
"Pyrenula martinicana","NA(N)","native"
"Pyrenula micheneri","NA(N)","native"
"Pyrenula microcarpa","NA(N)","native"
"Pyrenula microtheca","NA(N)","native"
"Pyrenula mucosa","NA(N)","native"
"Pyrenula nitidula","NA(N)","native"
"Pyrenula occidentalis","NA(N)","native"
"Pyrenula ochraceoflava","NA(N)","native"
"Pyrenula ochraceoflavens","NA(N)","native"
"Pyrenula oleosa","NA(N)","native"
"Pyrenula personata","NA(N)","native"
"Pyrenula plittii","NA(N)","native"
"Pyrenula pseudobufonia","NA(N)","native"
"Pyrenula punctella","NA(N)","native"
"Pyrenula pyrenuloides","NA(N)","native"
"Pyrenula quassiaecola","NA(N)","native"
"Pyrenula ravenelii","NA(N)","native"
"Pyrenula rubrostoma","NA(N)","native"
"Pyrenula santensis","NA(N)","native"
"Pyrenula septicollaris","NA(N)","native"
"Pyrenula subelliptica","NA(N)","native"
"Pyrenula subferruginea","NA(N)","native"
"Pyrenula tenuisepta","NA(N)","native"
"Pyrenula thelomorpha","NA(N)","native"
"Pyrenula wetmorei","NA(N)","native"
"Pyrenula wheeleri","NA(N)","native"
"Pyrgillus","NA(N)","native"
"Pyrgillus javanicus","NA(N)","native"
"Pyrola","L48(N)CAN(N)GL(N)SPM(N)","native"
"Pyrola americana","L48(N)CAN(N)","native"
"Pyrola asarifolia","L48(N)AK(N)CAN(N)","native"
"Pyrola asarifolia ssp. asarifolia","L48(N)AK(N)CAN(N)","native"
"Pyrola asarifolia ssp. bracteata","L48(N)AK(N)CAN(N)","native"
"Pyrola chlorantha","L48(N)AK(N)CAN(N)SPM(N)","native"
"Pyrola elliptica","L48(N)CAN(N)","native"
"Pyrola grandiflora","AK(N)CAN(N)GL(N)NA(N)","native"
"Pyrola minor","L48(N)AK(N)CAN(N)GL(N)SPM(N)","native"
"Pyrola picta","L48(N)CAN(N)","native"
"Pyrostegia","L48(I)","alien"
"Pyrostegia venusta","L48(I)PR(I)","alien"
"Pyrrhobryum","NA(N)","native"
"Pyrrhobryum spiniforme","NA(N)","native"
"Pyrrhopappus","L48(N)","native"
"Pyrrhopappus carolinianus","L48(N)","native"
"Pyrrhopappus grandiflorus","L48(N)","native"
"Pyrrhopappus pauciflorus","L48(N)","native"
"Pyrrhospora","NA(N)","native"
"Pyrrhospora cinnabarina","NA(N)","native"
"Pyrrhospora elabens","NA(N)","native"
"Pyrrhospora quernea","NA(N)","native"
"Pyrrhospora russula","NA(N)","native"
"Pyrrhospora subcinnabarina","NA(N)","native"
"Pyrrhospora varians","NA(N)","native"
"Pyrrocoma","L48(N)CAN(N)","native"
"Pyrrocoma apargioides","L48(N)","native"
"Pyrrocoma carthamoides","L48(N)CAN(N)","native"
"Pyrrocoma carthamoides var. carthamoides","L48(N)CAN(N)","native"
"Pyrrocoma carthamoides var. cusickii","L48(N)","native"
"Pyrrocoma carthamoides var. subsquarrosa","L48(N)","native"
"Pyrrocoma clementis","L48(N)","native"
"Pyrrocoma clementis var. clementis","L48(N)","native"
"Pyrrocoma clementis var. villosa","L48(N)","native"
"Pyrrocoma crocea","L48(N)","native"
"Pyrrocoma crocea var. crocea","L48(N)","native"
"Pyrrocoma crocea var. genuflexa","L48(N)","native"
"Pyrrocoma hirta","L48(N)","native"
"Pyrrocoma hirta var. hirta","L48(N)","native"
"Pyrrocoma hirta var. lanulosa","L48(N)","native"
"Pyrrocoma hirta var. sonchifolia","L48(N)","native"
"Pyrrocoma insecticruris","L48(N)","native"
"Pyrrocoma integrifolia","L48(N)","native"
"Pyrrocoma lanceolata","L48(N)CAN(N)","native"
"Pyrrocoma lanceolata var. lanceolata","L48(N)CAN(N)","native"
"Pyrrocoma lanceolata var. subviscosa","L48(N)","native"
"Pyrrocoma liatriformis","L48(N)","native"
"Pyrrocoma linearis","L48(N)","native"
"Pyrrocoma lucida","L48(N)","native"
"Pyrrocoma racemosa","L48(N)","native"
"Pyrrocoma racemosa var. congesta","L48(N)","native"
"Pyrrocoma racemosa var. paniculata","L48(N)","native"
"Pyrrocoma racemosa var. pinetorum","L48(N)","native"
"Pyrrocoma racemosa var. racemosa","L48(N)","native"
"Pyrrocoma racemosa var. sessiliflora","L48(N)","native"
"Pyrrocoma radiata","L48(N)","native"
"Pyrrocoma scaberula","L48(N)","native"
"Pyrrocoma uniflora","L48(N)CAN(N)","native"
"Pyrrocoma uniflora var. gossypina","L48(N)","native"
"Pyrrocoma uniflora var. uniflora","L48(N)CAN(N)","native"
"Pyrrosia",NA,NA
"Pyrrosia lanceolata","L48(N)","native"
"Pyrularia","L48(N)","native"
"Pyrularia pubera","L48(N)","native"
"Pyrus","L48(I)CAN(I)","alien"
"Pyrus calleryana","L48(I)","alien"
"Pyrus communis","L48(I)CAN(I)","alien"
"Pyrus pyrifolia","L48(I)","alien"
"Pyrus ussuriensis",NA,NA
"Pyxidanthera","L48(N)","native"
"Pyxidanthera barbulata","L48(N)","native"
"Pyxidanthera brevifolia","L48(N)","native"
"Pyxine","NA(N)","native"
"Pyxine albovirens","NA(N)","native"
"Pyxine berteriana","NA(N)","native"
"Pyxine caesiopruinosa","NA(N)","native"
"Pyxine cocoes","NA(N)","native"
"Pyxine coralligera","NA(N)","native"
"Pyxine eschweileri","NA(N)","native"
"Pyxine petricola","NA(N)","native"
"Pyxine retirugella","NA(N)","native"
"Pyxine sorediata","NA(N)","native"
"Pyxine subcinerea","NA(N)","native"
"Quararibea",NA,NA
"Quararibea turbinata","PR(N)VI(N)",NA
"Quassia",NA,NA
"Quassia amara","L48(I)PR(I)VI(I)","alien"
"Quercus","L48(I,N)CAN(I,N)","native"
"Quercus X acutidens","L48(N)","native"
"Quercus X alvordiana","L48(N)","native"
"Quercus X ashei","L48(N)","native"
"Quercus X atlantica","L48(N)","native"
"Quercus X beadlei","L48(N)","native"
"Quercus X beaumontiana","L48(N)","native"
"Quercus X bebbiana","L48(N)CAN(N)","native"
"Quercus X beckyae","L48(N)","native"
"Quercus X benderi","L48(N)","native"
"Quercus X bernardiensis","L48(N)","native"
"Quercus X bimundorum","L48(N)","native"
"Quercus X blufftonensis","L48(N)","native"
"Quercus X brittonii","L48(N)","native"
"Quercus X burnetensis","L48(N)","native"
"Quercus X bushii","L48(N)","native"
"Quercus X byarsii","L48(N)","native"
"Quercus X caduca","L48(N)","native"
"Quercus X caesariensis","L48(N)","native"
"Quercus X capesii","L48(N)","native"
"Quercus X cocksii","L48(N)","native"
"Quercus X columnaris","L48(N)","native"
"Quercus X comptoniae","L48(N)","native"
"Quercus X cravenensis","L48(N)","native"
"Quercus X deamii","L48(N)CAN(N)","native"
"Quercus X demareei","L48(N)","native"
"Quercus X discreta","L48(N)","native"
"Quercus X diversiloba","L48(N)","native"
"Quercus X egglestonii","L48(N)","native"
"Quercus X eplingii","L48(N)","native"
"Quercus X exacta","L48(N)","native"
"Quercus X faxonii","L48(N)","native"
"Quercus X fernaldii","L48(N)","native"
"Quercus X fernowii","L48(N)","native"
"Quercus X filialis","L48(N)","native"
"Quercus X fontana","L48(N)","native"
"Quercus X ganderi","L48(N)","native"
"Quercus X garlandensis","L48(N)","native"
"Quercus X giffordii","L48(N)","native"
"Quercus X grandidentata","L48(N)","native"
